BOL_Number,Carrier,Forwarder,Customer,Commodity,Container_Type,Num_Containers,POL,POD,Incoterms,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,On_Time_Delivery,Delay_Reason,Freight_Rate_USD,Total_Freight_USD,Cargo_Weight_KG,Cargo_Value_USD,Shipment_Status
BOL000486,Yang Ming,DB Schenker,Aldo Group,Machinery,45HC,5,Singapore,Seattle,DDP,2022-02-12,2022-03-11,2022-03-11,27,0,Yes,None,3194.52,15972.6,134759.73,85525.98,Delivered
BOL000487,MSC,DB Schenker,Aldo Group,Food Products,40GP,8,Kaohsiung,Miami,EXW,2024-01-06,2024-01-26,2024-01-26,20,0,Yes,None,2448.14,19585.12,111408.47,141554.91,Delivered
BOL000488,COSCO,Sinotrans,Giant Tiger,Apparel,40HC,8,Hamburg,Montreal,EXW,2024-06-08,2024-07-19,2024-07-19,41,0,Yes,None,3302.83,26422.64,159160.35,359681.39,Delivered
BOL000489,MSC,Sinotrans,Best Buy Canada,Electronics,40GP,5,Shanghai,Montreal,CFR,2022-06-12,2022-07-26,2022-07-26,44,0,Yes,None,3913.69,19568.45,85155.59,154786.0,Delivered
BOL000490,ZIM,CEVA Logistics,Sport Chek,Furniture,20RF,5,Shanghai,Vancouver,CIF,2024-04-25,2024-05-15,2024-05-15,20,0,Yes,None,2115.19,10575.95,92340.31,386636.92,Delivered
BOL000491,CMA CGM,DSV,Home Depot Canada,Auto Parts,40HC,10,Singapore,Houston,CIF,2022-06-20,2022-07-30,2022-07-30,40,0,Yes,None,3479.15,34791.5,224191.48,230474.47,Delivered
BOL000492,ZIM,Panalpina,Aldo Group,Machinery,45HC,2,Rotterdam,Halifax,CFR,2022-08-06,2022-09-16,2022-09-16,41,0,Yes,None,849.23,1698.46,40166.84,235479.88,Delivered
BOL000493,ZIM,Sinotrans,IKEA Canada,Furniture,20GP,4,Shanghai,New York,DDP,2024-03-19,2024-04-21,2024-04-21,33,0,Yes,None,1214.08,4856.32,21461.44,485554.98,Delivered
BOL000494,ZIM,Expeditors,Groupe Touchette,Electronics,40GP,8,Hamburg,Seattle,DAP,2023-01-26,2023-02-14,2023-02-14,19,0,Yes,None,2360.95,18887.6,61428.42,452183.51,Delivered
BOL000495,ZIM,DSV,Reitmans,Steel Products,45HC,1,Rotterdam,Miami,CFR,2023-02-17,2023-03-21,2023-03-21,32,0,Yes,None,2035.25,2035.25,7361.26,425338.47,Delivered
BOL000496,COSCO,Panalpina,Groupe Touchette,Electronics,20RF,10,Busan,Toronto,DAP,2022-03-17,2022-05-01,2022-05-01,45,0,Yes,None,4260.54,42605.4,258166.82,435140.76,Delivered
BOL000497,CMA CGM,Nippon Express,Costco Canada,Machinery,45HC,2,Rotterdam,Toronto,DDP,2022-05-11,2022-06-11,2022-06-11,31,0,Yes,None,2630.72,5261.44,53192.37,179914.42,Delivered
BOL000498,Hapag-Lloyd,Nippon Express,Mountain Equipment,Food Products,20RF,6,Hamburg,Los Angeles,DAP,2023-12-06,2024-01-17,2024-01-17,42,0,Yes,None,4210.42,25262.52,147776.62,360447.59,Delivered
BOL000499,ZIM,CEVA Logistics,Costco Canada,Machinery,20GP,8,Shenzhen,Miami,CIF,2022-11-28,2022-12-25,2022-12-25,27,0,Yes,None,1277.66,10221.28,76705.1,306817.01,Delivered
BOL000500,Yang Ming,Kuehne+Nagel,IKEA Canada,Apparel,40RF,3,Shenzhen,Houston,CFR,2022-02-07,2022-03-15,2022-03-15,36,0,Yes,None,1446.44,4339.32,74302.86,256704.66,Delivered
BOL000501,MSC,Kuehne+Nagel,Giant Tiger,Electronics,20GP,9,Colombo,Halifax,DAP,2023-04-04,2023-05-19,2023-05-24,45,5,No,Bad Weather,1789.72,16107.48,76293.92,348166.44,Delivered
BOL000502,Hapag-Lloyd,Kuehne+Nagel,Sobeys,Toys,20RF,2,Hong Kong,Los Angeles,CFR,2022-08-05,2022-08-25,2022-08-25,20,0,Yes,None,1418.07,2836.14,15430.73,110639.25,Delivered
BOL000503,ONE,Kuehne+Nagel,Hudson Bay,Machinery,20GP,4,Busan,Seattle,CFR,2022-11-12,2022-12-19,2022-12-19,37,0,Yes,None,2424.7,9698.8,58248.99,386826.25,Delivered
BOL000504,Yang Ming,Panalpina,Giant Tiger,Food Products,40HC,4,Busan,Los Angeles,DAP,2023-06-29,2023-08-05,2023-08-05,37,0,Yes,None,1360.96,5443.84,89322.66,216643.88,Delivered
BOL000505,Maersk,CEVA Logistics,Loblaw Companies,Food Products,40RF,9,Ningbo,Miami,FOB,2022-03-02,2022-04-13,2022-04-13,42,0,Yes,None,4291.48,38623.32,62549.09,164254.24,Delivered
BOL000506,Hapag-Lloyd,Sinotrans,Loblaw Companies,Textiles,40RF,9,Hong Kong,Toronto,CFR,2024-11-30,2025-01-01,2025-01-01,32,0,Yes,None,4032.12,36289.08,194361.07,163710.67,Delivered
BOL000507,Hapag-Lloyd,Panalpina,Reitmans,Apparel,20RF,8,Rotterdam,New York,FOB,2024-07-02,2024-07-29,2024-07-29,27,0,Yes,None,3380.64,27045.12,203332.18,392965.92,Delivered
BOL000508,Maersk,Expeditors,Loblaws,Textiles,40GP,2,Ningbo,Toronto,CFR,2024-03-09,2024-03-31,2024-04-09,22,9,No,Bad Weather,2693.18,5386.36,24363.61,176947.35,Delayed
BOL000509,Hapag-Lloyd,Nippon Express,Walmart Canada,Steel Products,20GP,6,Shenzhen,Seattle,DDP,2023-09-15,2023-10-26,2023-10-26,41,0,Yes,None,1761.1,10566.6,100034.91,70668.38,Delivered
BOL000510,ONE,DB Schenker,Groupe Touchette,Machinery,20RF,10,Kaohsiung,New York,EXW,2023-11-26,2023-12-25,2023-12-25,29,0,Yes,None,3444.19,34441.9,265634.07,336105.07,Delivered
BOL000511,MSC,DB Schenker,Indigo Books,Apparel,20RF,4,Rotterdam,Miami,FOB,2024-02-13,2024-03-13,2024-03-13,29,0,Yes,None,3844.52,15378.08,53236.61,58014.04,Delivered
BOL000512,ZIM,Sinotrans,Sobeys,Food Products,40RF,9,Singapore,Halifax,DAP,2024-09-02,2024-09-29,2024-09-29,27,0,Yes,None,2290.19,20611.71,160706.47,391624.11,Delivered
BOL000513,ZIM,Panalpina,Hudson Bay,Toys,40RF,8,Shenzhen,New York,FOB,2022-11-30,2022-12-23,2022-12-23,23,0,Yes,None,1278.73,10229.84,169632.54,433003.11,Delivered
BOL000514,Hapag-Lloyd,DB Schenker,Loblaw Companies,Toys,20RF,5,Hong Kong,Chicago,FOB,2022-09-01,2022-10-11,2022-10-11,40,0,Yes,None,949.04,4745.2,42630.02,192019.0,Delivered
BOL000515,MSC,DSV,Sobeys,Electronics,40HC,4,Colombo,Houston,DAP,2024-05-13,2024-05-30,2024-05-30,17,0,Yes,None,1477.39,5909.56,88048.75,11022.02,Delivered
BOL000516,CMA CGM,Sinotrans,Aldo Group,Chemicals,40RF,10,Hamburg,Seattle,FOB,2024-07-15,2024-08-19,2024-08-19,35,0,Yes,None,1291.4,12914.0,81860.13,321865.53,Delivered
BOL000517,Maersk,Kuehne+Nagel,Empire Company,Steel Products,20RF,1,Shenzhen,Los Angeles,DDP,2024-03-04,2024-04-01,2024-04-01,28,0,Yes,None,4344.89,4344.89,25470.99,370597.27,Delivered
BOL000518,COSCO,Expeditors,Loblaws,Furniture,20GP,10,Shanghai,Vancouver,FOB,2022-06-24,2022-07-20,2022-07-20,26,0,Yes,None,2730.49,27304.9,222628.47,256293.01,Delivered
BOL000519,Yang Ming,Panalpina,Walmart Canada,Furniture,20RF,6,Shanghai,Houston,DAP,2023-05-18,2023-06-29,2023-06-29,42,0,Yes,None,2286.65,13719.9,36207.74,432367.42,Delivered
BOL000520,Hapag-Lloyd,CEVA Logistics,Hudson Bay,Food Products,20GP,9,Shenzhen,Los Angeles,DDP,2024-02-22,2024-03-23,2024-03-23,30,0,Yes,None,1422.18,12799.62,74815.09,135221.72,Delivered
BOL000521,MSC,Expeditors,IKEA Canada,Electronics,40HC,7,Singapore,Miami,CIF,2023-10-29,2023-11-23,2023-11-23,25,0,Yes,None,1165.35,8157.45,57936.15,447575.4,Delivered
BOL000522,Hapag-Lloyd,Expeditors,Best Buy Canada,Textiles,40HC,8,Busan,Toronto,CFR,2024-10-06,2024-11-13,2024-11-13,38,0,Yes,None,2846.55,22772.4,52044.31,24164.15,Delivered
BOL000523,COSCO,CEVA Logistics,Giant Tiger,Food Products,20GP,9,Ningbo,New York,CFR,2022-09-15,2022-10-18,2022-10-18,33,0,Yes,None,1552.79,13975.11,245357.68,192919.56,Delivered
BOL000524,Yang Ming,DSV,Costco Canada,Chemicals,40RF,3,Kaohsiung,Chicago,DDP,2022-01-03,2022-02-15,2022-02-15,43,0,Yes,None,802.01,2406.03,79411.97,246271.27,Delivered
BOL000525,Yang Ming,Panalpina,Metro Inc,Auto Parts,20GP,5,Colombo,Chicago,CFR,2022-04-04,2022-04-28,2022-04-28,24,0,Yes,None,1131.95,5659.75,105319.37,416944.07,Delivered
BOL000526,Maersk,Nippon Express,Walmart Canada,Furniture,40HC,4,Kaohsiung,Houston,DDP,2023-12-03,2024-01-02,2024-01-02,30,0,Yes,None,3250.43,13001.72,49590.72,113205.71,Delivered
BOL000527,Maersk,Panalpina,Best Buy Canada,Toys,20RF,8,Shenzhen,Montreal,DDP,2022-01-09,2022-01-23,2022-01-23,14,0,Yes,None,3621.12,28968.96,139016.19,395779.57,Delivered
BOL000528,Maersk,Expeditors,Mountain Equipment,Machinery,40RF,1,Shanghai,New York,DDP,2024-02-10,2024-03-17,2024-03-17,36,0,Yes,None,1261.63,1261.63,13521.05,104565.52,Delivered
BOL000529,Maersk,Kuehne+Nagel,Sport Chek,Auto Parts,40GP,8,Kaohsiung,New York,DDP,2022-07-04,2022-08-06,2022-08-06,33,0,Yes,None,4379.0,35032.0,46770.47,251490.56,Delivered
BOL000530,MSC,Expeditors,Groupe Touchette,Furniture,40RF,10,Kaohsiung,Los Angeles,EXW,2023-07-23,2023-09-06,2023-09-06,45,0,Yes,None,3287.05,32870.5,188683.69,96009.13,Delivered
BOL000531,Maersk,DSV,Indigo Books,Chemicals,20GP,9,Shanghai,Miami,DAP,2024-12-07,2025-01-07,2025-01-07,31,0,Yes,None,3073.49,27661.41,185900.83,442719.95,In Transit
BOL000532,Yang Ming,CEVA Logistics,Home Depot Canada,Auto Parts,20GP,4,Hong Kong,Toronto,EXW,2022-09-07,2022-10-20,2022-10-20,43,0,Yes,None,973.77,3895.08,104492.02,270881.04,Delivered
BOL000533,Maersk,DSV,Shoppers Drug Mart,Steel Products,40GP,6,Hamburg,Miami,DDP,2023-04-08,2023-05-19,2023-05-21,41,2,No,Customs Inspection,1949.98,11699.88,116387.27,57395.79,Delivered
BOL000534,HMM,Kuehne+Nagel,Giant Tiger,Toys,40HC,1,Shenzhen,Halifax,FOB,2023-05-22,2023-06-11,2023-06-11,20,0,Yes,None,3840.05,3840.05,16952.53,126004.4,Delivered
BOL000535,HMM,CEVA Logistics,Best Buy Canada,Food Products,40HC,2,Shanghai,Chicago,FOB,2022-06-25,2022-07-12,2022-07-12,17,0,Yes,None,3695.79,7391.58,12852.1,403169.68,Delivered
BOL000536,ZIM,Kuehne+Nagel,Indigo Books,Food Products,20GP,10,Kaohsiung,Toronto,DAP,2022-04-17,2022-05-19,2022-05-19,32,0,Yes,None,3582.26,35822.6,103615.76,303792.17,Delivered
BOL000537,HMM,DSV,Metro Inc,Furniture,20RF,4,Kaohsiung,New York,DDP,2023-11-27,2023-12-12,2023-12-12,15,0,Yes,None,1199.62,4798.48,21130.55,359516.7,Delivered
BOL000538,Yang Ming,DSV,Mountain Equipment,Textiles,45HC,3,Singapore,Halifax,DDP,2023-12-29,2024-02-07,2024-02-07,40,0,Yes,None,1699.66,5098.98,69994.77,39640.68,Delivered
BOL000539,Evergreen,Sinotrans,Canadian Tire,Textiles,40HC,5,Ningbo,Toronto,CFR,2022-10-26,2022-11-18,2022-11-18,23,0,Yes,None,2164.67,10823.35,25929.41,297355.56,Delivered
BOL000540,ONE,DSV,Shoppers Drug Mart,Steel Products,40GP,2,Hamburg,Halifax,CFR,2023-12-06,2024-01-01,2024-01-01,26,0,Yes,None,2063.74,4127.48,40721.57,350442.97,Delivered
BOL000541,HMM,Panalpina,Sobeys,Auto Parts,20GP,8,Busan,Seattle,CIF,2024-05-07,2024-06-11,2024-06-11,35,0,Yes,None,1611.8,12894.4,40680.26,119282.29,Delivered
BOL000542,ZIM,Panalpina,Groupe Touchette,Auto Parts,20GP,6,Ningbo,Chicago,DDP,2024-02-09,2024-03-07,2024-03-07,27,0,Yes,None,836.6,5019.6,79388.36,281798.89,Delivered
BOL000543,CMA CGM,DSV,Hudson Bay,Auto Parts,40GP,4,Colombo,New York,FOB,2022-03-31,2022-04-15,2022-04-15,15,0,Yes,None,4075.91,16303.64,86132.97,176510.57,Delivered
BOL000544,CMA CGM,Kuehne+Nagel,Indigo Books,Textiles,45HC,2,Hong Kong,Houston,CFR,2022-07-27,2022-08-11,2022-08-11,15,0,Yes,None,2052.02,4104.04,19670.92,233539.8,Delivered
BOL000545,HMM,DSV,Reitmans,Steel Products,40GP,9,Busan,Toronto,CIF,2022-08-31,2022-09-23,2022-10-08,23,15,No,Customs Inspection,2199.32,19793.88,122470.85,303779.09,Delayed
BOL000546,ZIM,Sinotrans,Hudson Bay,Steel Products,40HC,3,Busan,Vancouver,FOB,2022-11-01,2022-12-05,2022-12-05,34,0,Yes,None,3950.56,11851.68,81818.52,444058.8,Delivered
BOL000547,Hapag-Lloyd,CEVA Logistics,Groupe Touchette,Steel Products,40GP,6,Hamburg,Seattle,DAP,2024-11-08,2024-12-15,2024-12-15,37,0,Yes,None,3436.2,20617.2,102515.64,246815.56,Delivered
BOL000548,Hapag-Lloyd,Kuehne+Nagel,Loblaw Companies,Textiles,40GP,7,Ningbo,Houston,FOB,2023-03-01,2023-03-29,2023-03-29,28,0,Yes,None,1608.8,11261.6,103428.68,194770.65,Delivered
BOL000549,Yang Ming,DSV,Shoppers Drug Mart,Chemicals,20RF,1,Hamburg,Miami,DAP,2023-08-28,2023-10-09,2023-10-09,42,0,Yes,None,2521.44,2521.44,19285.89,218790.15,Delivered
BOL000550,MSC,Kuehne+Nagel,Best Buy Canada,Machinery,40HC,2,Colombo,Montreal,CIF,2024-02-23,2024-03-09,2024-03-09,15,0,Yes,None,2128.64,4257.28,13791.25,422875.66,Delivered
BOL000551,HMM,DSV,Reitmans,Furniture,40HC,4,Singapore,New York,DDP,2022-05-27,2022-07-03,2022-07-03,37,0,Yes,None,3297.9,13191.6,43002.18,375153.56,Delivered
BOL000552,Yang Ming,Nippon Express,Costco Canada,Auto Parts,45HC,7,Colombo,Los Angeles,CIF,2022-01-18,2022-02-20,2022-02-20,33,0,Yes,None,3840.89,26886.23,157006.78,15826.45,Delivered
BOL000553,ZIM,Panalpina,Walmart Canada,Toys,40HC,2,Rotterdam,New York,CFR,2023-04-24,2023-06-06,2023-06-06,43,0,Yes,None,1958.38,3916.76,18640.94,387364.22,Delivered
BOL000554,Hapag-Lloyd,CEVA Logistics,Walmart Canada,Chemicals,45HC,6,Rotterdam,Montreal,CFR,2022-10-12,2022-11-03,2022-11-08,22,5,No,Port Congestion,2057.34,12344.04,87842.33,346023.77,Delivered
BOL000555,COSCO,Kuehne+Nagel,Sobeys,Food Products,20RF,10,Rotterdam,Vancouver,CIF,2022-10-12,2022-11-04,2022-11-04,23,0,Yes,None,2923.35,29233.5,139903.75,196846.1,Delivered
BOL000556,Maersk,Sinotrans,Home Depot Canada,Furniture,20GP,3,Kaohsiung,Seattle,CIF,2023-11-05,2023-12-17,2023-12-17,42,0,Yes,None,1185.96,3557.88,53150.57,25708.99,Delivered
BOL000557,Yang Ming,Sinotrans,Loblaw Companies,Furniture,20RF,2,Hong Kong,Miami,FOB,2023-08-05,2023-09-01,2023-09-01,27,0,Yes,None,2482.26,4964.52,26958.0,15413.07,Delivered
BOL000558,HMM,Nippon Express,Costco Canada,Machinery,40GP,4,Ningbo,Halifax,CFR,2024-09-06,2024-09-24,2024-10-01,18,7,No,Customs Inspection,1946.1,7784.4,95246.44,335748.4,Delayed
BOL000559,ZIM,Kuehne+Nagel,Canadian Tire,Toys,20GP,7,Kaohsiung,Seattle,CFR,2023-07-19,2023-08-14,2023-08-15,26,1,No,Equipment Shortage,3037.94,21265.58,74741.26,171156.82,Delivered
BOL000560,CMA CGM,Nippon Express,Indigo Books,Steel Products,40RF,5,Rotterdam,New York,DDP,2023-08-13,2023-09-25,2023-09-25,43,0,Yes,None,2247.03,11235.15,119694.4,426423.51,Delivered
BOL000561,MSC,Kuehne+Nagel,Indigo Books,Auto Parts,45HC,1,Colombo,Chicago,DAP,2024-02-27,2024-03-23,2024-03-23,25,0,Yes,None,1686.87,1686.87,25022.41,144150.38,Delivered
BOL000562,MSC,Sinotrans,Shoppers Drug Mart,Toys,40HC,7,Hamburg,Toronto,DAP,2024-01-26,2024-02-13,2024-02-13,18,0,Yes,None,2468.46,17279.22,75695.43,257971.64,Delivered
BOL000563,COSCO,DB Schenker,Giant Tiger,Auto Parts,20GP,3,Shenzhen,Vancouver,DDP,2023-02-03,2023-03-14,2023-03-14,39,0,Yes,None,2010.31,6030.93,66658.65,247532.03,Delivered
BOL000564,MSC,DB Schenker,Loblaws,Electronics,20GP,10,Rotterdam,Los Angeles,DDP,2024-08-22,2024-09-22,2024-09-22,31,0,Yes,None,1171.91,11719.1,117653.27,271980.38,Delivered
BOL000565,Yang Ming,CEVA Logistics,Canadian Tire,Machinery,20GP,9,Colombo,Vancouver,DAP,2024-06-21,2024-07-27,2024-07-27,36,0,Yes,None,1599.82,14398.38,189225.67,419885.56,Delivered
BOL000566,ONE,Expeditors,Home Depot Canada,Auto Parts,40GP,6,Shanghai,Toronto,DDP,2022-04-10,2022-05-18,2022-05-18,38,0,Yes,None,4162.4,24974.4,57598.03,17858.84,Delivered
BOL000567,Evergreen,Kuehne+Nagel,Indigo Books,Textiles,45HC,9,Busan,Halifax,DAP,2022-07-17,2022-08-10,2022-08-10,24,0,Yes,None,1198.43,10785.87,112718.28,285406.52,Delivered
BOL000568,MSC,Panalpina,Aldo Group,Machinery,40GP,1,Hamburg,New York,DDP,2023-04-21,2023-05-18,2023-05-18,27,0,Yes,None,2287.92,2287.92,12273.53,200701.46,Delivered
BOL000569,Hapag-Lloyd,Sinotrans,Shoppers Drug Mart,Apparel,40HC,10,Kaohsiung,Los Angeles,CFR,2022-03-31,2022-04-18,2022-04-18,18,0,Yes,None,2648.43,26484.3,277809.09,359140.24,Delivered
BOL000570,HMM,Expeditors,Metro Inc,Toys,40RF,6,Shanghai,Halifax,DAP,2022-09-30,2022-11-04,2022-11-04,35,0,Yes,None,4418.68,26512.08,121959.14,43081.61,Delivered
BOL000571,CMA CGM,Expeditors,Empire Company,Chemicals,20GP,5,Shenzhen,Toronto,DAP,2024-10-28,2024-11-11,2024-11-11,14,0,Yes,None,1674.67,8373.35,74277.26,129337.41,Delivered
BOL000572,ONE,DSV,Indigo Books,Electronics,40GP,10,Ningbo,Chicago,CFR,2022-11-07,2022-12-15,2022-12-15,38,0,Yes,None,4457.64,44576.4,152057.03,439892.63,Delivered
BOL000573,HMM,DB Schenker,Shoppers Drug Mart,Food Products,40HC,4,Busan,New York,CFR,2022-02-18,2022-03-18,2022-03-18,28,0,Yes,None,1561.52,6246.08,24974.81,459662.31,Delivered
BOL000574,CMA CGM,Expeditors,Costco Canada,Steel Products,20GP,4,Ningbo,Vancouver,CFR,2024-06-24,2024-07-08,2024-07-08,14,0,Yes,None,992.8,3971.2,111265.16,469754.52,Delivered
BOL000575,Hapag-Lloyd,DSV,Costco Canada,Steel Products,40HC,3,Busan,Chicago,DAP,2024-11-05,2024-11-24,2024-11-24,19,0,Yes,None,3470.19,10410.57,31899.82,96453.4,Delivered
BOL000576,Maersk,DSV,Home Depot Canada,Food Products,40GP,8,Ningbo,Seattle,DAP,2024-09-12,2024-10-01,2024-10-01,19,0,Yes,None,2433.09,19464.72,132973.83,370114.77,Delivered
BOL000577,ZIM,CEVA Logistics,Costco Canada,Auto Parts,40HC,8,Hong Kong,Los Angeles,CIF,2022-11-09,2022-12-04,2022-12-04,25,0,Yes,None,1847.94,14783.52,143434.15,245613.72,Delivered
BOL000578,Yang Ming,DB Schenker,Sport Chek,Electronics,45HC,7,Kaohsiung,Vancouver,FOB,2022-01-27,2022-03-05,2022-03-05,37,0,Yes,None,4390.82,30735.74,95076.33,249880.05,Delivered
BOL000579,Yang Ming,CEVA Logistics,Sobeys,Auto Parts,40RF,6,Shanghai,Miami,CIF,2023-02-02,2023-03-15,2023-03-15,41,0,Yes,None,2685.55,16113.3,97429.81,347359.8,Delivered
BOL000580,HMM,Kuehne+Nagel,Best Buy Canada,Furniture,40GP,5,Busan,Halifax,FOB,2024-01-11,2024-01-26,2024-01-26,15,0,Yes,None,3040.11,15200.55,133590.5,82210.02,Delivered
BOL000581,Hapag-Lloyd,DSV,Sport Chek,Textiles,20GP,9,Rotterdam,Chicago,CFR,2024-02-27,2024-04-06,2024-04-06,39,0,Yes,None,4166.81,37501.29,226333.28,91253.57,Delivered
BOL000582,CMA CGM,Kuehne+Nagel,Best Buy Canada,Toys,40HC,3,Singapore,Toronto,FOB,2024-04-22,2024-05-11,2024-05-11,19,0,Yes,None,1795.38,5386.14,29457.26,376662.22,Delivered
BOL000583,COSCO,Expeditors,Groupe Touchette,Apparel,45HC,3,Hamburg,Los Angeles,DAP,2024-05-05,2024-06-14,2024-06-14,40,0,Yes,None,1452.68,4358.04,27861.6,75822.71,Delivered
BOL000584,CMA CGM,Sinotrans,Home Depot Canada,Apparel,40GP,5,Kaohsiung,Vancouver,EXW,2023-01-16,2023-02-11,2023-02-11,26,0,Yes,None,4436.9,22184.5,125235.79,225957.92,Delivered
BOL000585,Maersk,Expeditors,Best Buy Canada,Steel Products,20RF,4,Shanghai,Chicago,FOB,2022-09-13,2022-10-14,2022-10-14,31,0,Yes,None,2568.22,10272.88,81898.02,59396.48,Delivered
BOL000586,ONE,Sinotrans,Sport Chek,Auto Parts,40HC,8,Hong Kong,Houston,EXW,2024-12-05,2024-12-19,2024-12-19,14,0,Yes,None,2550.96,20407.68,102013.51,220432.27,Delivered
BOL000587,HMM,Expeditors,Loblaws,Apparel,20GP,1,Ningbo,Toronto,CFR,2022-04-28,2022-06-03,2022-06-03,36,0,Yes,None,2490.6,2490.6,21061.09,365357.89,Delivered
BOL000588,ONE,Nippon Express,Shoppers Drug Mart,Electronics,45HC,9,Hong Kong,Toronto,DDP,2024-01-25,2024-03-07,2024-03-07,42,0,Yes,None,2328.57,20957.13,83902.53,493228.89,Delivered
BOL000589,Hapag-Lloyd,CEVA Logistics,Loblaw Companies,Steel Products,20GP,6,Shenzhen,Miami,CIF,2023-04-24,2023-06-08,2023-06-08,45,0,Yes,None,2383.29,14299.74,158544.72,466113.81,Delivered
BOL000590,COSCO,DB Schenker,Costco Canada,Auto Parts,40RF,9,Shenzhen,Seattle,CIF,2022-09-19,2022-11-03,2022-11-03,45,0,Yes,None,4452.71,40074.39,141628.23,449240.2,Delivered
BOL000591,MSC,Kuehne+Nagel,Sobeys,Furniture,40GP,6,Singapore,Seattle,CFR,2022-07-03,2022-07-23,2022-07-30,20,7,No,Port Congestion,4139.8,24838.8,135750.62,117984.26,Delayed
BOL000592,Yang Ming,Kuehne+Nagel,Loblaws,Auto Parts,20RF,2,Rotterdam,Montreal,CIF,2023-11-13,2023-12-11,2023-12-11,28,0,Yes,None,3182.75,6365.5,27342.47,361546.94,Delivered
BOL000593,ONE,DSV,Walmart Canada,Food Products,40RF,10,Hong Kong,Los Angeles,CFR,2023-08-19,2023-09-07,2023-09-07,19,0,Yes,None,4267.68,42676.8,221262.08,66892.05,Delivered
BOL000594,HMM,Sinotrans,Best Buy Canada,Steel Products,45HC,6,Ningbo,Montreal,CIF,2022-05-07,2022-06-02,2022-06-02,26,0,Yes,None,3653.74,21922.44,140057.5,467623.33,Delivered
BOL000595,HMM,Kuehne+Nagel,Metro Inc,Chemicals,40HC,4,Ningbo,Toronto,EXW,2022-01-19,2022-03-03,2022-03-03,43,0,Yes,None,2649.38,10597.52,61932.18,304718.05,Delivered
BOL000596,Evergreen,DB Schenker,Canadian Tire,Auto Parts,45HC,5,Hong Kong,Los Angeles,DDP,2023-07-15,2023-08-28,2023-08-28,44,0,Yes,None,3405.32,17026.6,68321.49,490759.97,Delivered
BOL000597,Yang Ming,DSV,Empire Company,Apparel,20GP,9,Hong Kong,Miami,CFR,2024-09-25,2024-11-03,2024-11-08,39,5,No,Customs Inspection,2251.46,20263.14,132444.56,241976.59,Delivered
BOL000598,CMA CGM,DSV,Sobeys,Toys,20RF,1,Ningbo,Halifax,DDP,2023-02-04,2023-03-15,2023-03-15,39,0,Yes,None,3944.3,3944.3,21320.51,234190.93,Delivered
BOL000599,Yang Ming,Panalpina,Best Buy Canada,Furniture,40GP,1,Ningbo,Miami,FOB,2022-10-24,2022-11-20,2022-11-20,27,0,Yes,None,2140.24,2140.24,24691.25,59954.44,Delivered
BOL000600,Maersk,Nippon Express,Sport Chek,Apparel,20RF,6,Rotterdam,New York,CIF,2024-08-28,2024-09-22,2024-09-22,25,0,Yes,None,2995.55,17973.3,163822.32,317216.55,Delivered
BOL000601,ONE,Kuehne+Nagel,Best Buy Canada,Electronics,40RF,2,Singapore,Seattle,FOB,2023-09-12,2023-10-07,2023-10-07,25,0,Yes,None,3677.6,7355.2,49785.21,328652.36,Delivered
BOL000602,HMM,Sinotrans,Sobeys,Furniture,20RF,4,Singapore,Vancouver,DAP,2022-09-07,2022-10-22,2022-10-22,45,0,Yes,None,885.2,3540.8,72714.34,290588.98,Delivered
BOL000603,COSCO,Kuehne+Nagel,Metro Inc,Toys,40RF,9,Colombo,Montreal,FOB,2023-09-04,2023-09-26,2023-09-26,22,0,Yes,None,1484.09,13356.81,213263.66,19675.73,Delivered
BOL000604,HMM,Kuehne+Nagel,Hudson Bay,Auto Parts,40RF,3,Shanghai,Los Angeles,DDP,2023-03-01,2023-03-22,2023-03-22,21,0,Yes,None,819.7,2459.1,45859.07,164005.08,Delivered
BOL000605,Hapag-Lloyd,Nippon Express,Empire Company,Electronics,40HC,6,Shanghai,New York,CFR,2023-06-10,2023-06-26,2023-06-28,16,2,No,Documentation Error,4375.22,26251.32,53681.24,488780.52,Delivered
BOL000606,Maersk,Expeditors,Empire Company,Auto Parts,40HC,10,Shanghai,New York,CIF,2022-10-14,2022-11-28,2022-11-28,45,0,Yes,None,2791.38,27913.8,98263.09,58514.47,Delivered
BOL000607,ZIM,DB Schenker,Indigo Books,Apparel,40GP,10,Ningbo,Miami,EXW,2022-10-02,2022-10-29,2022-10-29,27,0,Yes,None,2361.46,23614.6,176465.18,137730.48,Delivered
BOL000608,CMA CGM,Sinotrans,Shoppers Drug Mart,Food Products,40RF,4,Colombo,Halifax,CIF,2023-02-22,2023-03-12,2023-03-12,18,0,Yes,None,3443.45,13773.8,71855.08,327407.84,Delivered
BOL000609,ONE,Expeditors,Loblaw Companies,Chemicals,40HC,2,Hong Kong,Vancouver,EXW,2024-02-16,2024-03-02,2024-03-02,15,0,Yes,None,2766.44,5532.88,41463.05,209322.82,Delivered
BOL000610,HMM,Panalpina,Metro Inc,Toys,40GP,7,Colombo,Chicago,FOB,2023-07-15,2023-07-29,2023-07-29,14,0,Yes,None,4321.6,30251.2,161020.11,70516.71,Delivered
BOL000611,HMM,DB Schenker,Groupe Touchette,Food Products,20GP,3,Colombo,Montreal,DAP,2023-08-01,2023-09-01,2023-09-01,31,0,Yes,None,1976.59,5929.77,66879.23,98529.52,Delivered
